CBL0130M0004	三菱#北京吉普#帕杰罗速跑#帕杰罗速跑#3.0 手动 GLS
JNS1128A0010	日产#日产汽车#Medalist [桂冠]#Medalist [桂冠]#2.8 自动 D
JNS1214M0005	日产#日产汽车#Sunny [阳光]#Sunny-Hatchback [阳光-两厢]#1.4 手动
JNS1216M0005	日产#日产汽车#Sunny [阳光]#Sunny-Hatchback [阳光-两厢]#1.6 手动
JNS1216M0006	日产#日产汽车#Sunny [阳光]#Sunny-Hatchback [阳光-两厢]#1.6 手动 三门
JNS1220M0005	日产#日产汽车#Sunny [阳光]#Sunny-Hatchback [阳光-两厢]#2.0T 手动 柴油
JNS1220M0006	日产#日产汽车#Sunny [阳光]#Sunny-Hatchback [阳光-两厢]#2.0T 手动 柴油三门
JNS1214M0006	日产#日产汽车#Sunny [阳光]#Sunny-Hatchback [阳光-两厢]#1.4 手动 三门
JNS1216M0012	日产#日产汽车#Sunny [阳光]#Sunny-Sedan [阳光-三厢]#1.6 手动
JNS1218A0004	日产#日产汽车#Sunny [阳光]#Sunny-Sedan [阳光-三厢]#1.8 自动
JNS1220M0012	日产#日产汽车#Sunny [阳光]#Sunny-Sedan [阳光-三厢]#2.0T 手动 柴油
JNS1214M0009	日产#日产汽车#Sunny [阳光]#Sunny-Sedan [阳光-三厢]#1.4 手动
JNS1414A0006	日产#日产汽车#Almera#Almera-Hacthback [Almera-两厢]#1.4 自动 Si
KQY2120M0010	起亚#起亚汽车#Forte [福瑞迪]#Forte Koup [福瑞迪 Koup]#2.0 手动
KQY2124M0010	起亚#起亚汽车#Forte [福瑞迪]#Forte Koup [福瑞迪 Koup]#2.4 手动
JNS1530M0010	日产#日产汽车#Maxima [马克西马]#Maxima [马克西马]#3.0 手动
JNS1628A0007	日产#日产汽车#Patrol [途乐]#Patrol [途乐]#2.8T 自动 柴油
JNS1628M0007	日产#日产汽车#Patrol [途乐]#Patrol [途乐]#2.8T 手动 柴油
JNS1642A0006	日产#日产汽车#Patrol [途乐]#Patrol [途乐]#4.2T 自动 柴油
JNS1642M0006	日产#日产汽车#Patrol [途乐]#Patrol [途乐]#4.2T 手动 柴油
JNS1645A0006	日产#日产汽车#Patrol [途乐]#Patrol [途乐]#4.5 自动 V6
JNS1645A0007	日产#日产汽车#Patrol [途乐]#Patrol [途乐]#4.5 自动 汽油 Y61
JNS1645M0006	日产#日产汽车#Patrol [途乐]#Patrol [途乐]#4.5 手动 V6
JNS1628M0008	日产#日产汽车#Patrol [途乐]#Patrol [途乐]#2.8T 手动 柴油 Y61
JNS1645M0007	日产#日产汽车#Patrol [途乐]#Patrol [途乐]#4.5 手动 汽油 Y61
JNS1642A0007	日产#日产汽车#Patrol [途乐]#Patrol [途乐]#4.2T 自动 柴油 Y61
JNS1642M0007	日产#日产汽车#Patrol [途乐]#Patrol [途乐]#4.2T 手动 柴油 Y61
JNS1628A0008	日产#日产汽车#Patrol [途乐]#Patrol [途乐]#2.8T 自动 柴油 Y61
JNS1720C0007	日产#日产汽车#Axxess#Axxess#2.0 无级
JNS1824M0003	日产#日产汽车#Frontier#Frontier#2.4 手动 两门前驱
JNS2013M0008	日产#日产汽车#Micra#Micra#1.3 手动
JNS2014M0004	日产#日产汽车#Micra#Micra C#1.4 手动
JNS1216M0009	日产#日产汽车#Sunny [阳光]#Sunny Wagon [阳光 旅行版]#1.6 手动
JNS1220M0009	日产#日产汽车#Sunny [阳光]#Sunny Wagon [阳光 旅行版]#2.0T 手动 柴油
JNS3016M0017	日产#日产汽车#Tiida [骐达]#Tiida-Hatchback [骐达-两厢]#1.6 手动
JNS3018M0017	日产#日产汽车#Tiida [骐达]#Tiida-Hatchback [骐达-两厢]#1.8 手动
JNS3016M0018	日产#日产汽车#Tiida [骐达]#Tiida-Sedan [骐达-三厢]#1.6 手动
JNS3018M0018	日产#日产汽车#Tiida [骐达]#Tiida-Sedan [骐达-三厢]#1.8 手动
JNS3237M0008	日产#日产汽车#370Z#370Z Coupe#3.7 手动 332hp
JNS3237M0009	日产#日产汽车#370Z#370Z Roadster#3.7 手动 332hp
JNS3612M0003	日产#日产汽车#March [玛驰]#March [玛驰]#1.2 手动
AGS0118M0006	萨博#通用汽车#9000#9000#1.8 手动
AGS0120A0026	萨博#通用汽车#9000#9000#2.0i 自动 147hp CS
AGS0120A0018	萨博#通用汽车#9000#9000#2.0T 自动 CD
AGS0120A0028	萨博#通用汽车#9000#9000#2.0T 自动 CS
AGS0120A0027	萨博#通用汽车#9000#9000#2.0i 自动 150hp CS
AGS0120M0039	萨博#通用汽车#9000#9000#2.0i 手动 130hp CS
AGS0120M0025	萨博#通用汽车#9000#9000#2.0i 手动 130hp CD
AGS0120M0038	萨博#通用汽车#9000#9000#2.0i 手动 150hp CS
AGS0120M0037	萨博#通用汽车#9000#9000#2.0i 手动 147hp CS
AGS0120M0040	萨博#通用汽车#9000#9000#2.0T 手动 CS
AGS0123A0036	萨博#通用汽车#9000#9000#2.3T 自动 170hp CS
AGS0123A0026	萨博#通用汽车#9000#9000#2.3T 自动 170hp CD
AGS0123A0035	萨博#通用汽车#9000#9000#2.3T 自动 Aero CS
AGS0123A0024	萨博#通用汽车#9000#9000#2.3i 自动 CD
AGS0123A0034	萨博#通用汽车#9000#9000#2.3T 自动 200hp CS
AGS0123M0035	萨博#通用汽车#9000#9000#2.3T 手动 200hp CS
AGS0123M0024	萨博#通用汽车#9000#9000#2.3T 手动 200hp CD
AGS0123M0034	萨博#通用汽车#9000#9000#2.3T 手动 Aero CS
AGS0123M0022	萨博#通用汽车#9000#9000#2.3i 手动 CD
AGS0123M0036	萨博#通用汽车#9000#9000#2.3T 手动 170hp CS
AGS0130A0012	萨博#通用汽车#9000#9000#3.0i 自动 V6 CS
AGS0130A0008	萨博#通用汽车#9000#9000#3.0i 自动 V6 CD
AGS0130M0008	萨博#通用汽车#9000#9000#3.0i 手动 V6 CD
AGS0130M0012	萨博#通用汽车#9000#9000#3.0i 手动 V6 CS
AGS0120M0027	萨博#通用汽车#9000#9000#2.0T 手动 CD
AGS0123A0022	萨博#通用汽车#9000#9000#2.3T 自动 200hp CD
AGS0123M0026	萨博#通用汽车#9000#9000#2.3T 手动 170hp CD
AGS0220A0018	萨博#通用汽车#900#900#2.0 自动 两门版
AGS0220A0022	萨博#通用汽车#900#900#2.0T 自动
AGS0220A0020	萨博#通用汽车#900#900#2.0T 自动 两门版
AGS0220A0021	萨博#通用汽车#900#900#2.0 自动
AGS0220M0021	萨博#通用汽车#900#900#2.0 手动
AGS0220M0018	萨博#通用汽车#900#900#2.0 手动 两门版
AGS0220M0022	萨博#通用汽车#900#900#2.0T 手动
AGS0220M0020	萨博#通用汽车#900#900#2.0T 手动 两门版
AGS0223A0011	萨博#通用汽车#900#900#2.3 自动
AGS0223A0010	萨博#通用汽车#900#900#2.3 自动 两门版
AGS0223M0010	萨博#通用汽车#900#900#2.3 手动 两门版
AGS0223M0011	萨博#通用汽车#900#900#2.3 手动
AGS0225A0011	萨博#通用汽车#900#900#2.5 自动
AGS0225A0010	萨博#通用汽车#900#900#2.5 自动 两门版
AGS0225M0011	萨博#通用汽车#900#900#2.5 手动
AGS0225M0010	萨博#通用汽车#900#900#2.5 手动 两门版
AGS0323A0016	萨博#通用汽车#9-3#9-3 Convertible [9-3 敞篷]#2.3T 自动
AGS0323A0009	萨博#通用汽车#9-3#9-3 Coupe#2.3i 自动 三门版
AGS0323A0010	萨博#通用汽车#9-3#9-3 Coupe#2.3i 自动 五门版
AGS0419M0005	萨博#通用汽车#9-5#9-5 SportCombi [9-5 旅行车]#1.9TiDS 手动 柴油版
AGS0422M0009	萨博#通用汽车#9-5#9-5 SportCombi [9-5 旅行车]#2.2TiD 手动 柴油版
AGS0419M0010	萨博#通用汽车#9-5#9-5#1.9TiDS 手动 柴油版
AGS0422M0010	萨博#通用汽车#9-5#9-5#2.2TiD 手动 柴油版
JNS1324M0001	日产#日产汽车#Stanza [蓝鸟]#Stanza-U [蓝鸟-北美版]#2.4 手动
AGS0520M0003	萨博#通用汽车#9-2#9-2#2.0T 手动 X Areo
AGS0525M0003	萨博#通用汽车#9-2#9-2#2.5 手动 X Linear
JMT0118M0005	三菱#三菱汽车#Eclipse [伊柯丽斯]#Eclipse [伊柯丽斯]#1.8 手动
JMT0120A0005	三菱#三菱汽车#Eclipse [伊柯丽斯]#Eclipse [伊柯丽斯]#2.0T 自动 182hp
JMT0120M0010	三菱#三菱汽车#Eclipse [伊柯丽斯]#Eclipse [伊柯丽斯]#2.0T 手动
JMT0120M0009	三菱#三菱汽车#Eclipse [伊柯丽斯]#Eclipse [伊柯丽斯]#2.0 手动
JMT0120M0028	三菱#三菱汽车#Eclipse [伊柯丽斯]#Eclipse [伊柯丽斯]#2.0 手动 152hp
JMT0120M0029	三菱#三菱汽车#Eclipse [伊柯丽斯]#Eclipse [伊柯丽斯]#2.0T 手动 192hp
JMT0120M0030	三菱#三菱汽车#Eclipse [伊柯丽斯]#Eclipse [伊柯丽斯]#2.0T 手动 198hp
JMT0120M0027	三菱#三菱汽车#Eclipse [伊柯丽斯]#Eclipse [伊柯丽斯]#2.0 手动 137hp
JMT0230A0012	三菱#三菱汽车#GTO#GTO#3.0T 自动
JMT0315A0012	三菱#三菱汽车#Mirage#Mirage#1.5 自动
JMT0315M0012	三菱#三菱汽车#Mirage#Mirage#1.5 手动
JMT0316A0012	三菱#三菱汽车#Mirage#Mirage#1.6 自动
JMT0316M0012	三菱#三菱汽车#Mirage#Mirage#1.6 手动
JMT0318A0012	三菱#三菱汽车#Mirage#Mirage#1.8 自动
JMT0318M0012	三菱#三菱汽车#Mirage#Mirage#1.8 手动
JMT0418A0012	三菱#三菱汽车#Space [太空]#Space [太空]#1.8 自动
JMT0418M0023	三菱#三菱汽车#Space [太空]#Space [太空]#1.8 手动
JMT0418M0024	三菱#三菱汽车#Space [太空]#Space [太空]#1.8 手动 GDI
JMT0420A0012	三菱#三菱汽车#Space [太空]#Space [太空]#2.0 自动
JMT0420M0023	三菱#三菱汽车#Space [太空]#Space [太空]#2.0 手动 GDI
JMT0420M0024	三菱#三菱汽车#Space [太空]#Space [太空]#2.0 手动
JMT0424A0012	三菱#三菱汽车#Space [太空]#Space [太空]#2.4 自动
JMT0424M0024	三菱#三菱汽车#Space [太空]#Space [太空]#2.4 手动 GDI
JMT0424M0023	三菱#三菱汽车#Space [太空]#Space [太空]#2.4 手动
JMT0530A0006	三菱#三菱汽车#Sigma [西格玛]#Sigma [西格玛]#3.0 自动
JMT0530M0006	三菱#三菱汽车#Sigma [西格玛]#Sigma [西格玛]#3.0 手动 DOHC
JMT0724M0004	三菱#三菱汽车#Pajero [帕杰罗]#Pajero [帕杰罗]#2.4 手动 GLX
JMT0735M0032	三菱#三菱汽车#Pajero [帕杰罗]#Pajero [帕杰罗]#3.5 手动 三门版
JMT0735M0018	三菱#三菱汽车#Pajero [帕杰罗]#Pajero [帕杰罗]#3.5 手动
JMT0735M0030	三菱#三菱汽车#Pajero [帕杰罗]#Pajero Sport [帕杰罗·速跑]#3.5 手动 V6
JMT0820M0016	三菱#三菱汽车#Galant [戈蓝]#Galant [戈蓝]#2.0T 手动 柴油
JMT0820M0015	三菱#三菱汽车#Galant [戈蓝]#Galant [戈蓝]#2.0 手动
JMT0825M0008	三菱#三菱汽车#Galant [戈蓝]#Galant [戈蓝]#2.5 手动
JMT0830A0008	三菱#三菱汽车#Galant [戈蓝]#Galant [戈蓝]#3.0 自动
JMT0913M0006	三菱#三菱汽车#Lancer [蓝瑟]#Lancer EX [蓝瑟 EX]#1.3 手动
JMT0915A0006	三菱#三菱汽车#Lancer [蓝瑟]#Lancer EX [蓝瑟 EX]#1.5 自动
JMT0916M0006	三菱#三菱汽车#Lancer [蓝瑟]#Lancer EX [蓝瑟 EX]#1.6 手动
JMT0918A0006	三菱#三菱汽车#Lancer [蓝瑟]#Lancer EX [蓝瑟 EX]#1.8 自动
JMT0918M0006	三菱#三菱汽车#Lancer [蓝瑟]#Lancer EX [蓝瑟 EX]#1.8 手动
JMT0920M0006	三菱#三菱汽车#Lancer [蓝瑟]#Lancer EX [蓝瑟 EX]#2.0 手动
JMT1130A0006	三菱#三菱汽车#Expo#Expo#3.0 自动
JMT1220M0005	三菱#三菱汽车#Outland [欧蓝德]#Outland [欧蓝德]#2.0 手动
JMT1224M0005	三菱#三菱汽车#Outland [欧蓝德]#Outland [欧蓝德]#2.4 手动
KSL0123A0012	双龙#双龙汽车#Chairman [主席]#Chairman [主席]#2.3 自动
KSL0223A0011	双龙#双龙汽车#Korando [柯兰多]#Korando [柯兰多]#2.3 自动 四驱版
KSL0229A0011	双龙#双龙汽车#Korando [柯兰多]#Korando [柯兰多]#2.9T 自动 柴油
KSL0232A0011	双龙#双龙汽车#Korando [柯兰多]#Korando [柯兰多]#3.2 自动 四驱版
JSB0107C0018	斯巴鲁#斯巴鲁汽车#Vivio [小公主]#Vivio [小公主]#0.7 无级 五门版
JSB0107C0017	斯巴鲁#斯巴鲁汽车#Vivio [小公主]#Vivio [小公主]#0.7 无级 三门版
JSB0107M0017	斯巴鲁#斯巴鲁汽车#Vivio [小公主]#Vivio [小公主]#0.7 手动 三门版
JSB0107M0018	斯巴鲁#斯巴鲁汽车#Vivio [小公主]#Vivio [小公主]#0.7 手动 五门版
JSB0216M0016	斯巴鲁#斯巴鲁汽车#Impreza [翼豹]#Impreza-Sedan [翼豹-三厢]#1.6 手动
JSB0218A0006	斯巴鲁#斯巴鲁汽车#Impreza [翼豹]#Impreza-Sedan [翼豹-三厢]#1.8 自动
JSB0218M0006	斯巴鲁#斯巴鲁汽车#Impreza [翼豹]#Impreza-Sedan [翼豹-三厢]#1.8 手动
JSB0215M0003	斯巴鲁#斯巴鲁汽车#Impreza [翼豹]#Impreza-Sedan [翼豹-三厢]#1.5 手动
GSK0425M0013	斯柯达#大众汽车#Superb [速派]#Superb [速派]#2.5TDI 手动 V6 155hp
GSK0425M0014	斯柯达#大众汽车#Superb [速派]#Superb [速派]#2.5TDI 手动 V6 163hp
GSK0428M0007	斯柯达#大众汽车#Superb [速派]#Superb [速派]#2.8 手动 V6
JSB0625M0019	斯巴鲁#斯巴鲁汽车#Outback [傲虎]#Outback [傲虎]#2.5i 手动
JSB0625M0018	斯巴鲁#斯巴鲁汽车#Outback [傲虎]#Outback [傲虎]#2.5 手动
JSB0636C0005	斯巴鲁#斯巴鲁汽车#Outback [傲虎]#Outback [傲虎]#3.6R 无级
GSK0612M0004	斯柯达#大众汽车#Yeti [野帝]#Yeti [野帝]#1.2TSI 手动 两驱
GSK0620M0016	斯柯达#大众汽车#Yeti [野帝]#Yeti [野帝]#2.0TDI 手动 140hp 四驱版
GSK0620M0018	斯柯达#大众汽车#Yeti [野帝]#Yeti [野帝]#2.0TDI 手动 170hp 四驱版
GSK0620M0019	斯柯达#大众汽车#Yeti [野帝]#Yeti [野帝]#2.0TDI 手动 两驱
GSK0618M0004	斯柯达#大众汽车#Yeti [野帝]#Yeti [野帝]#1.8TSI 手动 四驱
GSK0620M0014	斯柯达#大众汽车#Yeti [野帝]#Yeti [野帝]#2.0TDI 手动 110hp 四驱版
RVV0123A0002	沃尔沃#沃尔沃汽车#240#240 Travel#2.3 自动 SE后驱
RVV0123M0013	沃尔沃#沃尔沃汽车#240#240 Travel#2.3 手动 Base后驱
RVV0123M0014	沃尔沃#沃尔沃汽车#240#240 Travel#2.3 手动 DL后驱
RVV0123M0007	沃尔沃#沃尔沃汽车#240#240#2.3 手动 Base后驱
RVV0123M0008	沃尔沃#沃尔沃汽车#240#240#2.3 手动 DL后驱
RVV0123M0004	沃尔沃#沃尔沃汽车#240#240#2.3 手动 GL后驱
JSB0807M0014	斯巴鲁#斯巴鲁汽车#Sambar#Sambar#0.7 手动
RVV0223A0003	沃尔沃#沃尔沃汽车#740#740#2.3 自动 Base后驱
RVV0223M0008	沃尔沃#沃尔沃汽车#740#740#2.3 手动 Base后驱
RVV0223M0009	沃尔沃#沃尔沃汽车#740#740#2.3 手动 GLE后驱
RVV0223A0004	沃尔沃#沃尔沃汽车#740#740#2.3T 自动 SE后驱
RVV0223M0010	沃尔沃#沃尔沃汽车#740#740#2.3 手动 GL后驱
RVV0223M0011	沃尔沃#沃尔沃汽车#740#740#2.3T 手动 后驱
RVV0223A0010	沃尔沃#沃尔沃汽车#740#740 Travel#2.3 自动 GL后驱
RVV0223A0011	沃尔沃#沃尔沃汽车#740#740 Travel#2.3T 自动 SE后驱
RVV0223M0022	沃尔沃#沃尔沃汽车#740#740 Travel#2.3 手动 GL后驱
RVV0223M0023	沃尔沃#沃尔沃汽车#740#740 Travel#2.3T 手动 后驱
RVV0223A0012	沃尔沃#沃尔沃汽车#740#740 Travel#2.3T 自动 后驱
RVV0223M0020	沃尔沃#沃尔沃汽车#740#740 Travel#2.3 手动 Base后驱
RVV0223A0009	沃尔沃#沃尔沃汽车#740#740 Travel#2.3 自动 Base后驱
RVV0223M0021	沃尔沃#沃尔沃汽车#740#740 Travel#2.3 手动 GLE后驱
JSB0925M0007	斯巴鲁#斯巴鲁汽车#Baja#Baja#2.5 手动
JSB0925M0008	斯巴鲁#斯巴鲁汽车#Baja#Baja#2.5T 手动
RVV0320M0017	沃尔沃#沃尔沃汽车#940#940#2.0 手动
RVV0320M0018	沃尔沃#沃尔沃汽车#940#940#2.0T 手动
RVV0323A0041	沃尔沃#沃尔沃汽车#940#940#2.3 自动 131hp
RVV0323A0042	沃尔沃#沃尔沃汽车#940#940#2.3 自动 155hp
RVV0323M0042	沃尔沃#沃尔沃汽车#940#940#2.3 手动 116hp
RVV0323M0046	沃尔沃#沃尔沃汽车#940#940#2.3T 手动 165hp
RVV0324A0027	沃尔沃#沃尔沃汽车#940#940#2.4T 自动 109hp柴油版
RVV0324A0026	沃尔沃#沃尔沃汽车#940#940#2.4 自动 D 82hp柴油版
RVV0324A0028	沃尔沃#沃尔沃汽车#940#940#2.4T 自动 122hp柴油版
RVV0324M0029	沃尔沃#沃尔沃汽车#940#940#2.4T 手动 122hp柴油版
RVV0324M0028	沃尔沃#沃尔沃汽车#940#940#2.4T 手动 109hp柴油版
RVV0324M0027	沃尔沃#沃尔沃汽车#940#940#2.4 手动 D 82hp柴油版
RVV0323A0043	沃尔沃#沃尔沃汽车#940#940#2.3T 自动 135hp
RVV0323M0043	沃尔沃#沃尔沃汽车#940#940#2.3 手动 131hp
RVV0323A0040	沃尔沃#沃尔沃汽车#940#940#2.3 自动 116hp
RVV0323M0045	沃尔沃#沃尔沃汽车#940#940#2.3T 手动 135hp
RVV0323A0044	沃尔沃#沃尔沃汽车#940#940#2.3T 自动 165hp
RVV0323M0044	沃尔沃#沃尔沃汽车#940#940#2.3 手动 155hp
JSB1007M0002	斯巴鲁#斯巴鲁汽车#R2#R2#0.7 手动 8V
JSB1007M0001	斯巴鲁#斯巴鲁汽车#R2#R2#0.7 手动
RVV0320M0033	沃尔沃#沃尔沃汽车#940#940 Travel#2.0 手动
RVV0320M0034	沃尔沃#沃尔沃汽车#940#940 Travel#2.0T 手动
RVV0323A0074	沃尔沃#沃尔沃汽车#940#940 Travel#2.3 自动 131hp
RVV0323A0075	沃尔沃#沃尔沃汽车#940#940 Travel#2.3 自动 155hp
RVV0323A0076	沃尔沃#沃尔沃汽车#940#940 Travel#2.3T 自动 135hp
RVV0323A0073	沃尔沃#沃尔沃汽车#940#940 Travel#2.3 自动 116hp
RVV0323M0075	沃尔沃#沃尔沃汽车#940#940 Travel#2.3 手动 155hp
RVV0323M0073	沃尔沃#沃尔沃汽车#940#940 Travel#2.3 手动 116hp
RVV0323M0074	沃尔沃#沃尔沃汽车#940#940 Travel#2.3 手动 131hp
RVV0323M0076	沃尔沃#沃尔沃汽车#940#940 Travel#2.3T 手动 135hp
RVV0324A0041	沃尔沃#沃尔沃汽车#940#940 Travel#2.4T 自动 TD 109hp柴油版
RVV0324A0042	沃尔沃#沃尔沃汽车#940#940 Travel#2.4T 自动 TD 122hp柴油版
RVV0324M0049	沃尔沃#沃尔沃汽车#940#940 Travel#2.4T 手动 TD 109hp柴油版
RVV0324M0051	沃尔沃#沃尔沃汽车#940#940 Travel#2.4 手动 D 82hp柴油版
RVV0324M0050	沃尔沃#沃尔沃汽车#940#940 Travel#2.4T 手动 TD 122hp柴油版
GSK0113M0007	斯柯达#大众汽车#Felicia [弗雷西亚]#Felicia [弗雷西亚]#1.3 手动
GSK0116M0007	斯柯达#大众汽车#Felicia [弗雷西亚]#Felicia [弗雷西亚]#1.6 手动
GSK0119M0007	斯柯达#大众汽车#Felicia [弗雷西亚]#Felicia [弗雷西亚]#1.9 手动
GSK0113M0014	斯柯达#大众汽车#Felicia [弗雷西亚]#Felicia Combi [弗雷西亚 旅行车]#1.3 手动
GSK0116M0014	斯柯达#大众汽车#Felicia [弗雷西亚]#Felicia Combi [弗雷西亚 旅行车]#1.6 手动
GSK0119M0014	斯柯达#大众汽车#Felicia [弗雷西亚]#Felicia Combi [弗雷西亚 旅行车]#1.9 手动
RVV0424A0004	沃尔沃#沃尔沃汽车#960#960#2.4T 自动 TDiesel柴油版
RVV0425A0004	沃尔沃#沃尔沃汽车#960#960#2.5 自动
RVV0429A0008	沃尔沃#沃尔沃汽车#960#960#2.9 自动
RVV0425M0004	沃尔沃#沃尔沃汽车#960#960#2.5 手动
RVV0425A0008	沃尔沃#沃尔沃汽车#960#960 Travel#2.5 自动
RVV0425M0008	沃尔沃#沃尔沃汽车#960#960 Travel#2.5 手动
RVV0429A0012	沃尔沃#沃尔沃汽车#960#960 Travel#2.9 自动
RVV0520A0006	沃尔沃#沃尔沃汽车#850#850#2.0 自动
RVV0520M0006	沃尔沃#沃尔沃汽车#850#850#2.0 手动
RVV0523A0012	沃尔沃#沃尔沃汽车#850#850#2.3T 自动
RVV0523A0013	沃尔沃#沃尔沃汽车#850#850#2.3T 自动 226hp
RVV0523M0014	沃尔沃#沃尔沃汽车#850#850#2.3T 手动
RVV0523M0011	沃尔沃#沃尔沃汽车#850#850#2.3T 手动 R
RVV0524A0023	沃尔沃#沃尔沃汽车#850#850#2.4 自动 170hp
RVV0524A0024	沃尔沃#沃尔沃汽车#850#850#2.4T 自动
RVV0524A0021	沃尔沃#沃尔沃汽车#850#850#2.4 自动 140hp
RVV0524A0022	沃尔沃#沃尔沃汽车#850#850#2.4 自动 144hp
RVV0524M0024	沃尔沃#沃尔沃汽车#850#850#2.4T 手动
RVV0524M0021	沃尔沃#沃尔沃汽车#850#850#2.4 手动 140hp
RVV0524M0022	沃尔沃#沃尔沃汽车#850#850#2.4 手动 144hp
RVV0524M0023	沃尔沃#沃尔沃汽车#850#850#2.4 手动 170hp
RVV0525M0006	沃尔沃#沃尔沃汽车#850#850#2.5T 手动 柴油版
RVV0523M0015	沃尔沃#沃尔沃汽车#850#850#2.3T 手动 226hp
RVV0523A0005	沃尔沃#沃尔沃汽车#850#850#2.3T 自动 白金限量版
RVV0520A0011	沃尔沃#沃尔沃汽车#850#850 Travel#2.0 自动
RVV0520M0011	沃尔沃#沃尔沃汽车#850#850 Travel#2.0 手动
RVV0523A0022	沃尔沃#沃尔沃汽车#850#850 Travel#2.3T 自动 226hp
RVV0523M0020	沃尔沃#沃尔沃汽车#850#850 Travel#2.3T 手动 226hp
RVV0523M0023	沃尔沃#沃尔沃汽车#850#850 Travel#2.3T 手动 R
RVV0524A0044	沃尔沃#沃尔沃汽车#850#850 Travel#2.4T 自动
RVV0524A0041	沃尔沃#沃尔沃汽车#850#850 Travel#2.4 自动 140hp
RVV0524A0042	沃尔沃#沃尔沃汽车#850#850 Travel#2.4 自动 144hp
RVV0524A0043	沃尔沃#沃尔沃汽车#850#850 Travel#2.4 自动 170hp
RVV0524M0041	沃尔沃#沃尔沃汽车#850#850 Travel#2.4 手动 140hp
RVV0524M0042	沃尔沃#沃尔沃汽车#850#850 Travel#2.4 手动 144hp
RVV0524M0043	沃尔沃#沃尔沃汽车#850#850 Travel#2.4 手动 170hp
RVV0524M0044	沃尔沃#沃尔沃汽车#850#850 Travel#2.4T 手动
RVV0525M0015	沃尔沃#沃尔沃汽车#850#850 Travel#2.5T 手动 柴油版
RVV0523A0021	沃尔沃#沃尔沃汽车#850#850 Travel#2.3T 自动 R
RVV0523A0017	沃尔沃#沃尔沃汽车#850#850 Travel#2.3T 自动 白金限量版
RVV0620A0004	沃尔沃#沃尔沃汽车#S70#S70#2.0 自动
RVV0623A0007	沃尔沃#沃尔沃汽车#S70#S70#2.3T 自动 T5
RVV0623A0006	沃尔沃#沃尔沃汽车#S70#S70#2.3T 自动 R
RVV0623M0004	沃尔沃#沃尔沃汽车#S70#S70#2.3T 手动 T5
RVV0624A0011	沃尔沃#沃尔沃汽车#S70#S70#2.4 自动 170hp
RVV0624A0010	沃尔沃#沃尔沃汽车#S70#S70#2.4 自动 140hp
RVV0624M0012	沃尔沃#沃尔沃汽车#S70#S70#2.4T 手动
RVV0624M0011	沃尔沃#沃尔沃汽车#S70#S70#2.4 手动 170hp
RVV0625A0013	沃尔沃#沃尔沃汽车#S70#S70#2.5 自动 144hp
RVV0625A0014	沃尔沃#沃尔沃汽车#S70#S70#2.5 自动 170hp
RVV0625A0015	沃尔沃#沃尔沃汽车#S70#S70#2.5THDi 自动
RVV0625A0016	沃尔沃#沃尔沃汽车#S70#S70#2.5T 自动
RVV0625M0013	沃尔沃#沃尔沃汽车#S70#S70#2.5 手动 144hp
RVV0625M0014	沃尔沃#沃尔沃汽车#S70#S70#2.5 手动 170hp
RVV0625M0015	沃尔沃#沃尔沃汽车#S70#S70#2.5THDi 手动
RVV0620M0004	沃尔沃#沃尔沃汽车#S70#S70#2.0 手动
RVV0624A0012	沃尔沃#沃尔沃汽车#S70#S70#2.4T 自动
RVV0624M0010	沃尔沃#沃尔沃汽车#S70#S70#2.4 手动 140hp
RVV0625M0016	沃尔沃#沃尔沃汽车#S70#S70#2.5T 手动
RVV0720M0010	沃尔沃#沃尔沃汽车#S40#S40#2.0T 手动
RVV0720M0029	沃尔沃#沃尔沃汽车#S40#S40#2.0 手动
RVV0720M0030	沃尔沃#沃尔沃汽车#S40#S40#2.0HDi 手动
RVV0724M0006	沃尔沃#沃尔沃汽车#S40#S40#2.4 手动
RVV0725M0006	沃尔沃#沃尔沃汽车#S40#S40#2.5T 手动 T5
GSK0316M0010	斯柯达#大众汽车#Fabia [晶锐]#Fabia-Hatchback [晶锐-两厢]#1.6 手动
GSK0316M0011	斯柯达#大众汽车#Fabia [晶锐]#Fabia Combi [晶锐 旅行车]#1.6 手动
JSB1720A0002	斯巴鲁#斯巴鲁汽车#BRZ#BRZ#2.0 手自一体 豪华型
RVV0820M0018	沃尔沃#沃尔沃汽车#V40#V40#2.0T 手动
RVV0820M0013	沃尔沃#沃尔沃汽车#V40#V40#2.0 手动
RVV0929A0004	沃尔沃#沃尔沃汽车#S90#S90#2.9 自动 ROYAL
RVV0929A0003	沃尔沃#沃尔沃汽车#S90#S90#2.9 自动
RVV1023M0007	沃尔沃#沃尔沃汽车#C70#C70 Convertible [C70 敞篷车]#2.3T 手动 T5
RVV1024M0007	沃尔沃#沃尔沃汽车#C70#C70 Convertible [C70 敞篷车]#2.4T 手动
RVV1123M0014	沃尔沃#沃尔沃汽车#V70#V70#2.3T 手动 T5
RVV1123M0013	沃尔沃#沃尔沃汽车#V70#V70#2.3T 手动 R
RVV1225M0006	沃尔沃#沃尔沃汽车#S80#S80#2.5THDi 手动
RVV1229M0006	沃尔沃#沃尔沃汽车#S80#S80#2.9 手动
RVV1424M0007	沃尔沃#沃尔沃汽车#XC70#XC70#2.4T 手动 D5
RVV1424M0012	沃尔沃#沃尔沃汽车#XC70#XC70#2.4T 手动
